timestamp,chapter,percent,color,quote
12/2/22 11:50,5. Measuring Error,13.60%,#DFC,"method of least squares, invented in 1795 by Carl Friedrich Gauss, a famous mathematical"
12/2/22 11:50,5. Measuring Error,13.60%,#FFB,Gauss proposed a rule for scoring the contribution of individual errors to overall error. His measure of overall error—called mean squared error (MSE)—is the average of the squares of the individual errors of measurement
12/2/22 11:46,5. Measuring Error,13.00%,#DFC,standard deviation of
12/2/22 11:46,5. Measuring Error,13.00%,#FFB,two-thirds of the forecasts are contained within one standard deviation on either side of the mean—
12/2/22 11:45,5. Measuring Error,12.80%,#FFB,"This conclusion rests on a particular approach to the measurement of error, which has a long history and is generally accepted in science and in statistics. In this chapter, we provide an introductory overview of that history and a sketch of the underlying reasoning."
12/2/22 11:45,5. Measuring Error,12.80%,#FFB,"Amy can see that the forecasts were distributed in the familiar bell-shaped curve, also known as the normal or Gaussian distribution."
12/2/22 11:39,4. Matters of Judgment,11.90%,#FFB,"For that reason, the boundary between predictive and evaluative judgments is fuzzy and people who make judgments"
12/2/22 11:38,4. Matters of Judgment,11.90%,#FFB,"Like predictive judgments, evaluative judgments entail an expectation of bounded disagreement"
12/2/22 11:36,4. Matters of Judgment,11.70%,#FFB,"Scholars of decision-making offer clear advice to resolve this tension: focus on the process, not on the outcome of a single case."
12/2/22 11:36,4. Matters of Judgment,11.70%,#FFB,"In summary, what people usually claim to strive for in verifiable judgments is a prediction that matches the outcome. What they are effectively trying to achieve, regardless of verifiability, is the internal signal of completion provided by the coherence between the facts of the case and the judgment. And what they should be trying to achieve, normatively speaking, is the judgment process that would produce the best judgment over an ensemble of similar cases"
12/2/22 11:34,4. Matters of Judgment,11.40%,#FFB,"Verifiability does not change the experience of judgment as it takes place. It does, however, change its evaluation after the fact."
12/2/22 11:33,4. Matters of Judgment,11.20%,#FFB,"But, by and large, you address a plausible, hypothetical problem in much the same way that you tackle a real one."
12/2/22 11:28,4. Matters of Judgment,10.30%,#DFC,expectation of bounded disagreement
12/2/22 0:38,4. Matters of Judgment,10.10%,#FFB,matter of judgment is one with some uncertainty about the answer and where we allow for the possibility that reasonable and competent people might disagree.
12/2/22 0:37,Part II: Your Mind Is a Measuring Instrument,9.90%,#FFB,"A simple conclusion emerges from these chapters: like a measuring instrument, the human mind is imperfect—it is both biased and noisy. Why, and by how much? Let’s find out."
12/2/22 0:36,Part II: Your Mind Is a Measuring Instrument,9.70%,#DFC,standard deviation
12/2/22 0:36,Part II: Your Mind Is a Measuring Instrument,9.70%,#DFC,predictive
12/2/22 0:34,Part II: Your Mind Is a Measuring Instrument,9.50%,#DFC,Judgment
12/2/22 0:34,Part II: Your Mind Is a Measuring Instrument,9.50%,#DFC,"Judgment, like measurement, refers both to the mental activity of making a judgment and to its product."
12/2/22 0:27,3. Singular Decisions,8.30%,#DFC,recurrent decisions
12/2/22 0:27,3. Singular Decisions,8.30%,#DFC,"Doctors diagnosing patients, judges hearing parole cases, admissions officers reviewing applications, accountants preparing tax forms—these are all examples of recurrent decisions."
12/2/22 0:27,3. Singular Decisions,8.30%,#FFB,Unwanted variability is easy to define and measure when interchangeable professionals make decisions in similar cases
11/29/22 3:51,2. A Noisy System,8.10%,#FFB,"judgment, there is noise, and more of it than you think."
11/29/22 3:51,2. A Noisy System,7.90%,#FFB,Our conclusion is simple: wherever there is
11/29/22 3:49,2. A Noisy System,7.70%,#FFE0EC,Nathan Kuncel
11/29/22 3:49,2. A Noisy System,7.70%,#FFE0EC,professor of psychology at the University of Minnesota and a leading researcher on the prediction of performance
11/29/22 3:48,2. A Noisy System,7.50%,#DFC,naive realism
11/29/22 3:48,2. A Noisy System,7.50%,#FFB,"We hold a single interpretation of the world around us at any one time, and we normally invest little effort in generating plausible alternatives to it. One interpretation is enough, and we experience it as true"
11/29/22 3:46,2. A Noisy System,7.30%,#FFB,We came to see that the problem of system noise often goes unrecognized in organizations and that the common inattention to noise is as interesting as its prevalence.
11/29/22 3:43,2. A Noisy System,7.20%,#FFB,"Median noise, measured in the same way as in the insurance company, was 41"
11/29/22 3:43,2. A Noisy System,7.20%,#FFB,"frequent misconception about unwanted variability in judgments is that it doesn’t matter, because random errors supposedly cancel one another out."
11/29/22 3:39,2. A Noisy System,6.60%,#FFB,"By our measure, the median difference in underwriting was 55"
11/29/22 3:37,2. A Noisy System,6.40%,#FFB,The judgments of underwriters and claims adjusters lend themselves especially well to this exercise because their decisions are based on written information. To
11/29/22 3:36,2. A Noisy System,6.20%,#FFB,We use the word lottery to emphasize the role of chance in the selection of one underwriter or adjuster.
11/29/22 3:35,2. A Noisy System,6.10%,#FFB,"In effect, the particular underwriter who will determine a quote is selected by a lottery."
11/29/22 3:35,2. A Noisy System,6.10%,#FFB,The exact value of the quote has significant consequences for the company
11/29/22 3:32,1. Crime and Noisy Punishment,5.30%,#FFB,the Supreme Court struck the guidelines down in 2005
11/29/22 3:32,1. Crime and Noisy Punishment,5.30%,#FFB,"When the guidelines were mandatory, defendants who had been sentenced by a relatively harsh judge were sentenced to 2.8 months longer than if they had been sentenced by an average judge. When the guidelines became merely advisory, the disparity was doubled."
11/29/22 3:31,1. Crime and Noisy Punishment,5.10%,#FFB,"Nonetheless, several studies, using a variety of methods and focused on a range of historical periods, reach the same conclusion: the guidelines cut the noise"
11/29/22 3:30,1. Crime and Noisy Punishment,4.80%,#FFB,"In 1984, he succeeded. Responding to the evidence of unjustified variability, Congress enacted the Sentencing Reform Act of 1984."
11/29/22 3:29,1. Crime and Noisy Punishment,4.20%,#FFB,He also recommended the creation of a commission on sentencing
11/29/22 3:28,1. Crime and Noisy Punishment,4.00%,#FFB,"In 1973, a famous judge, Marvin Frankel, drew public attention to the problem"
11/29/22 3:28,1. Crime and Noisy Punishment,4.00%,#FFB,"Frankel could be fierce. And with respect to noise in the criminal justice system, he was outraged"
11/29/22 3:27,Part I: Finding Noise,3.70%,#FFB,"wherever there is judgment, there is noise—and more of it than you think"
11/29/22 3:26,Part I: Finding Noise,3.50%,#FFB,"Criminal sentencing has especially high drama, but we are also concerned with the private sector, where the stakes can be large, too. To illustrate the point, we turn in chapter 2 to a large insurance company"
11/29/22 3:23,Introduction: Two Kinds of Error,2.90%,#FFB,"We explore the key advantage of rules, formulas, and algorithms over humans when it comes to making predictions: contrary to popular belief, it is not so much the superior insight of rules but their noiselessness."
11/29/22 3:23,Introduction: Two Kinds of Error,2.80%,#FFB, to grant patents are noisy
11/29/22 3:21,Introduction: Two Kinds of Error,2.60%,#FFB,Asylum decisions are noisy
11/29/22 3:21,Introduction: Two Kinds of Error,2.60%,#FFB,Personnel decisions are noisy
11/29/22 3:21,Introduction: Two Kinds of Error,2.60%,#FFB,Bail decisions are noisy.
11/29/22 3:21,Introduction: Two Kinds of Error,2.60%,#FFB,Forensic science is 
11/29/22 3:20,Introduction: Two Kinds of Error,2.40%,#FFB,noise is rarely recognized. Bias is the star of the show.
11/29/22 3:20,Introduction: Two Kinds of Error,2.40%,#FFB,Medicine is noisy
11/29/22 3:20,Introduction: Two Kinds of Error,2.40%,#FFB,Child custody decisions are noisy
11/29/22 3:20,Introduction: Two Kinds of Error,2.40%,#FFB,Forecasts are noisy
11/29/22 3:18,Introduction: Two Kinds of Error,2.20%,#FFB,A general property of noise is that you can recognize and measure it while knowing nothing about the target or bias
11/29/22 3:18,Introduction: Two Kinds of Error,2.20%,#FFB,"To understand error in judgment, we must understand both bias and noise."
11/29/22 3:17,Introduction: Two Kinds of Error,2.00%,#FFB,Bias and noise—systematic deviation and random scatter—are different components of error. The targets illustrate the difference.
